Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Test Drive,Qualità esperienza test drive,Overall complessivo generale,Note cliente
9,9,9,9,Si,9.0,9,Una rete contenitiva nel bagagliaio
10,10,10,10,Non necessario,,10,Siete stati professionali in tutto
10,10,10,10,No,,10,Non ho ricevuto l omaggio.
1,1,1,1,,,1,"Buonasera, Ad oggi non posso dare un'opinione in quanto ho una problematica ancora da risolvere dopo circa un mese dalla consegna. Prossimamente vi contatterò o meglio mi auguro che mi contattiate voi."
10,10,10,10,No,,10,Un ringraziamento a *** per la spiegazione precisa su tutta la moto
9,10,9,10,Si,9.0,9,"Ringraziamo il Sig. *** e la Sig.ra *** ( consegna auto) per la competenza, gentilezza e professionalità."
10,9,9,9,Si,9.0,9,Tt top
6,9,9,9,No,,9,"La mia auto è arrivata senza in Cruise Control Adattivo, in quanto (stando a notizie che ho personalmente ricercato online) per carenza di chip elettronici, è stato derubricato dalla casa madre. Visto che il dispositivo di cui sopra avrebbe dovuto essere"
10,10,10,10,No,,10,"Ringrazio molto ad *** e ***, per le sue risposte celeri ed efficaci a tutti i miei quesiti e richieste. La vettura  è stata co segnata prima del previsto e sino molto contento nel complessivo."
8,8,8,4,No,,8,"Consegnata graffiata(presenti sul cofano vari solchi di graffi) e lucidata male, lavata peggio, tracce di goccioline del lavaggio sparse qua e là. Per una macchina da 100 k indecoroso."
6,8,7,9,Si,9.0,9,"Ho rilasciato le mie risposte ma l'auto non è stata ritirata,per un problema evidente sull'auto .Mi piacerebbe però parlare con un superiore che gestisce tutti i concessionari per esprimere la mia completa delusione. Rilascio il mio numero *** ***"
9,9,9,9,No,,9,"Non essendo inerente all acquisto della macchina l ho trovato fuori luogo , come omaggio avrei preferito un  gadget dell auto o similare"
10,10,9,9,Si,9.0,9,"Ho avuto un paio di incomprensioni dopo l'acquisto della vettura, come ad esempio la data di consegna. Il tutto è stato recuperato da ***, molto cordiale e gentile. Anche alla consegna il ragazzo è stato cortese e suoer disponibile. Purtroppo pero n"
10,10,10,10,No,,8,"Per quanto riguarda l’auto ho sbagliato a scegliere una vettura aziendale usata di 1 anno che si trovava presso altra sede e non averla potuta vedere prima della firma del contratto. In futuro acquisterò solo auto nuove, come fatto in passato. L’auto è mo"
10,10,10,10,Non necessario,,10,Personale efficiente ❤️ Ottimo servizio Grazie ***
10,9,10,10,Si,10.0,10,"Esperienza di acquisto positiva, complimenti a *** e *** per la cortesia e disponibilità durante tutte le fasi."
10,10,10,10,Si,10.0,10,"*** e *** sono stati, ciascuno per le proprie competenze, professionali, disponibili e molto gentili per tutto il processo di acquisto e consegna della mia nuova seal. Complimenti per avere Professionisti seri e preparati come Loro"
2,2,1,1,Si,3.0,2,"Sinceramente, l’atteggiamento di Autotorino nella vendita di un brand che non è nemmeno di sua gestione scaricando su terzi la responsabilità delle manchevolezze e al in quanto penosa. Ho acquistato altre due vetture direttamente dal rivenditore in altro"
4,9,4,9,No,,5,Suggerisco di seguire i clienti Quando non viene rispettato il contratto sottoscritto Sia a livello di tempo Sia a livello di prodotto Personalmente non mi è stata consegnata la moto che ho ordinato Non mi sono stati consegnati a oggi gli accessori ch
5,7,5,6,Si,10.0,6,"non ho ricevuto nessun omaggio per la moto comprata da voi troppi tempi di attesa e risposte non chiare  se il settore venduta moto , fosse efficiente come officina gestita da *** sarebbe il top spero in futuro per voi , che le cose migli"
10,10,10,10,No,,10,"Sapevo dell’omaggio, ma non mi è stato consegnato. Mi sarebbe piaciuto riceverlo…"
10,8,10,10,No,,10,Il test drive l'avrei voluto fare ma non mi è stato possibile farlo per questioni che non ho molto capito. Per il resto pienamente soddisfatto.
10,10,10,10,Non necessario,,10,Tutti professionali e disponibili. Un ringraziamento speciale a *** e ***
9,9,10,10,Si,10.0,10,Ringrazio particolarmente la sig.na *** che al momento della consegna è stata davvero cortese ed accomodante ed il commerciale *** per la professionalità e la disponibilità dimostrata durante tutte le fasi della vendita
10,10,10,10,Si,10.0,10,"Un ringraziamento al Sig. *** che ci ha seguiti passo passo in tutte le fasi dell'acquisto con competenza, professionalità e infinita pazienza, dalla spiegazione delle caratteristiche della vettura, equipaggiamenti di serie e optionals, modalità di guid"
10,10,10,9,Non necessario,,10,IL venditore sig *** molto chiaro e disponibile perfetto nel mostrarmi i vari modelli e i vari accessori puntuale nella consegna. Non mi è stato offerto nessun omaggio da azienda agricola. Uniche pecche consegna vettura con autonomia 24 km e decerat
10,10,10,10,Si,10.0,10,"Ho un rapporto ormai da diversi Anni con Autotorino ,Susegana, e con il Signor *** e tutto lo staff si è instaurato un clima famigliare. Ognuno è competente educato e gentile e questo aumenta il piacere di acquistare. Faccio i complimenti a t"
6,7,6,9,No,,6,A *** che mi ha seguito per la parte burocratica do 9 e non 10 solo perché in uno degli appuntamenti ho dovuto aspettare più di un’ora nonostante avessimo fissato l’orario.
10,10,10,10,No,,10,"Considero la mia esperienza presso Autotorino positivamente, sia per i rapporti e l'accoglienza ricevuta dal personale. Tuttavia, fatta esclusione dell'apprezzato omaggio da parte di AUTOTORINO, con voucher da utilizzare presso l'azienda agricola La FIO"
10,10,10,10,Non necessario,,10,ringrazio tutti per la splendida collaborazione
10,10,9,9,,,9,"Esperienza che ho ripetuto volentieri grazie alla cortesia del venditore ***. Peccato per il top case, non giunto al momento dell’acquisto."
10,10,10,10,Non necessario,,8,"8 non è un voto da non soddisfatto, ma dopo soli 15 gg. , che ho la vettura, non riesco a dare un voto più alto, perché devo fare ancora tante valutazioni"
10,10,10,10,Si,10.0,10,Dalle prime prove effettuate la BYD Seal risponde pienamente alle nostre aspettative in termini di prestazioni e tecnologia . Il team commerciale di Susegana si è dimostrato sempre all’altezza . Un elogio particolare a *** e *** che ci hanno se
10,10,10,10,Si,10.0,10,Non ho ancora ricevuto il regalo in quanto al ritiro dell’autovettura non era ancora arrivato dal corriere.
10,10,10,10,Si,10.0,10,"Sono stato seguito nella fase di vendita dal Sig. *** e in quella di consegna dalla Sig.ra ***. Ho apprezzato tantissimo la loro professionalità e gentilezza , qualità spesso difficili da trovare. Una disponibilità e pazienza encom"
2,4,1,1,Si,9.0,1,"Da vostro cliente , ho appena ritirato la quarta vettura , Ma non ho mai ricevuto un trattamento così pessimo…. La cosa più clamorosa, la vettura mi è stata consegnata con 8 km di autonomia… Auto stupende , ma non penso di proseguire questo rapporto co"
10,5,10,10,Si,10.0,10,"IL venditore *** é stato super professionale,ci siamo trovati benissimo! Abbiamo già consigliato ad amici di andare da lui."
2,2,4,2,Si,4.0,2,L'esperienza è stata a dir poco imbarazzante! La vettura consegnata presenta gravi difetti (adas non funzionanti e messaggi di anomalia oltre chiave senza la pila) Non siamo nemmeno usciti dalla concessionaria che lq macchina nel giro di tre ore è stata r
8,8,10,10,No,,8,L’omaggio è valido… forse leggermente lontano… (senza il forse)… penso che in zona ce ne sono di simili…mi sembra paradossale fare oltre 200km per una degustazione
10,10,10,10,Non necessario,,10,Personale molto affabile
1,9,9,9,No,,9,Peccato essere venuto a conoscenza in ritardo della possibilità di avere un bonus regionale di 2500 euro in caso di rottamazione della mia auto euro 2. Ho comunque limitato il danno vendendo la mia Lancia Lybra di rilevanza storica a un amatore di auto
10,10,10,10,Non necessario,,10,Non ho ricevuto nessun omaggio !
10,10,10,10,Non necessario,,9,"Ottimo servizio di accoglienza sia in concessionaria per l'acquisto e sia all'atto della consegna. In particolare un plauso per la sig.ra *** perla grande disponibilità, cortesia e pazienza in fase di ritiro dell'auto. Una persona veramente fan"
10,10,10,10,Non necessario,,10,Sono soddisfatto di tutto lo staff. Molto professionali e disponibili all'esigenza del cliente.
10,10,10,10,Non necessario,,10,Dall’accoglienza alla consegna dell auto ci siamo sentiti a casa.. tra gentilezza e professionalità di tutti non posso far altro che consigliare vivamente questo autosalone.
6,9,7,8,No,,7,Questa e’ la quarta auto che acquisto da Autotorino Saronno ma sono rimasto deluso dalle problematiche avute con l’auto data in permuta.
10,10,10,10,Si,10.0,10,"Ottima squadra per cortesia, simpatia e disponibilità. La mia nuova vettura mi ha soddisfatto a pieno già nei primi giorni di utilizzo e sono certa continuerà a darmi grandi soddisfazioni. Il mio modo di guida è già migliorato. Sono contentissima"
9,9,9,9,Non necessario,,9,servirebbe migliorare l'area di parcheggio a volte è difficoltoso entrare usci/re
6,10,10,10,Si,10.0,9,"Il motivo del voto della prima domanda , è che ho pagato un auto Km 0 allo stesso prezzo di una nuova (stesso allestimento). tutte le persone che conosco la hanno pagata meno di me  :-( Inoltre sono stato obbligato a fare una assicurazione Kasco fino a 15"
10,10,10,10,Non necessario,,10,non ho potuto provare la vettura perche non c'erano  classe  E  nel salore in quel momento.    ho apprezzato molto  la cortesia e la gentilezza di tutta l'equipe della concessionaria di novara.  In particolare  il giovane ***   che alla consegna de
10,10,10,10,Si,10.0,10,"*** è stato molto gentile e preparato nel seguirmi nelle mie esigenze di acquisto, e sempre presente nel corso dell'attesa dell' arrivo dell' vettura."
10,10,10,10,Si,10.0,10,AutoTorino n°1 come concessionaria IN ITALIA DA dei professionisti come VOI SI PUÒ SOLO IMPARARE .
9,9,9,9,Si,10.0,10,"Non ho messo 10 dappertutto perchè, per un banale errore del venditore che ha lasciato un numero di cellulare errato alla Compagnia finanziaria si è perso UN MESE con la sottoscritta a dover ripassare in Concessionario di Tavagnacco più volte perchè non s"
10,10,10,10,Si,10.0,10,"Disponibilità, gentilezza, professionalità.... Cosa chiedere di più...."
10,10,10,10,Non necessario,,10,Troppo distante 500 km tra andata e ritorno in qualsiasi azienda agricola in Piemonte sarebbe stato più sensato così è un derettente
6,6,6,9,Non necessario,,6,Buon giorno. Trovo INAMISSIBILE aver pagato l’auto il 30 apriile con consegna il 16 maggio. Scadenza permesso provvisorio il 5 giugno ed al 04 ancora non aver ricevuto il libretto di circolazione. Contatto telefonico e la risposta è stata “tranquilla che
10,10,10,10,Si,10.0,10,Direi ottimo rapporto sia con il venditore che con la ragazza *** che si occupa delle pratiche fantastica
10,10,10,10,No,,10,Non ho avuto omaggio. Grazie ☺️
10,10,10,10,Si,10.0,10,"Ho già pagato tutte le manutenzioni per 5 anni, mi date l'omaggio solo all"" acquisto Ho notato che altri clienti a ogni tagliando gli date l'omaggio."
10,10,10,10,Si,10.0,10,Nessun suggerimento! Tutto Come mi aspettavo dovesse essere
9,9,9,9,Non necessario,,9,Non ho ricevuto alcun omaggio dell'azienda agricola La Florida.....
10,10,10,10,Non necessario,,10,"Questa è la mia terza Mercedes che acquisto. Un marchio, una garanzia. Tutto il personale della concessionaria gentilissimo. Un particolare ringraziamento a *** e ***. Competenza, professionalità e cortesia al top."
4,8,3,2,No,,5,Non ho ancora ritirato la nuova moto in quanto non è ancora arrivata in concessionario nonostante mi fosse stato detto che era in pronta consegna
10,10,10,10,Non necessario,,10,Non ho ricevuto l'omaggio
2,1,2,2,Si,1.0,1,Non sono trasparenti e raccontano solo bugie i venditori
10,10,10,10,Si,10.0,10,"In verità devo ancora ricevere l'omaggio, passerò presto!"
10,10,10,10,Si,10.0,10,Non ho ricevuto nessun  omaggio
10,10,10,9,No,,9,Non ho ricevuto omaggi Stoancora aspettando dopo 15gg il montaggio gomme 4 stagioni come da contratto Dopo innumerevoli chiamate non sono stata ricontattata per l'appuntamento
9,9,9,1,Si,10.0,5,"Buongiorno , attualmente la vettura non mi è stata ancora consegnata, arrivata dopo un mese di ritardo secondo i tempi di consegna , sono due settimane che è ferma in concessionaria a Belluno , per un pezzo da sostituire ( preciso vettura totalmente pagat"
7,9,9,1,No,,6,"Macchina venduta in pronta consegna, specificando che sarebbe arrivata in 10 giorni lavorativi: l'acquisto è stato effettuato il 24 aprile e la macchina consegnata il 4 giugno. Ho chiamato la concessionaria più volte a settimana dal 15 maggio (3 giorni do"
10,10,10,10,Si,10.0,10,Il venditore (non ricordo il nome perché sono smemorata) è stato Super professionale e gentile mi sono trovata benissimo! Grazie
10,10,10,10,Non necessario,,10,non saprei
10,10,10,10,Si,10.0,10,"Mi sono trovato molto bene anche col personale di consegna vettura nel ***, molto disponibile e con molta gentilezza ha spiegato le opzioni e le caratteristiche della vettura nuova."
10,10,10,10,Si,10.0,10,Un ringraziamento a *** e a *** che sono stati eccezionali sia nel servizio che nella consegna
10,10,10,10,Non necessario,,10,Ottimo servizio da parte del signor ***!
10,10,10,10,Si,10.0,10,L'omaggio dell'azienda agricola non era disponibile al momento del ritiro dell' autovettura
10,10,10,10,Non necessario,,10,"Infatti quando 3 anni fa acquistati la i10 mi diedero in omaggio 2 belle fette di ottimo formaggio, mi pare da 1kg l'una. Questa volta pur acquistando un auto piú costosa manco l'odore m'hanno fatto sentire.???..."
10,10,10,10,Non necessario,,10,"L' EDUCAZIONE E LA GENTILEZZA DI *** E ***, NON HANNO RESO IL PRODOTTO MIGLIORE DI QUELLO CHE GIÀ È, MA DI SICURO NON SONO PASSATI INOSSERVATI. QUALITÀ CHE NON COSTANO NULLA MA SEMPRE PIÙ RARE. CHIEDENDO UN SUGGERIMENTO,  SCRIVO VO"
10,10,10,10,Non necessario,,10,Con questa I20 è la terza auto che acquistiamo in autotorino in pochi anni. Bene il venditore *** disponibilissimo sempre. *** in amministrazione precisa e pronta a rispondere ad ogni richiesta . Che dire...... alla prossima e grazie
10,10,10,10,Si,10.0,10,"Sono molto soddisfatto e contento sia della vendita che della consegna, voglio fare i miei complimenti per la professionalità a ***, riscontrata durante la consegna. Grazie"
10,9,10,9,Non necessario,,9,Con la vostra concessionaria mi trovo sempre molto bene e ho già preso varie auto però il questionario me lo dovreste mandare dopo che ritiro l’auto. Se no come faccio a valutare la consegna e il prodotto.
10,10,10,10,Si,10.0,10,Alcuni appuntamenti in concessionaria si sono protratti per più di 1 ora di attesa. Grazie del servizio. Tutti sono prepararti e professionali.
10,10,10,10,Non necessario,,10,"Siamo stati estremamente soddisfatti, in particolare per noi era particolarmente complicato scegliere il veicolo giusto alle nostre complesse esigenze e il supporto è stato eccellente. Anche in tutte le altre fasi e con tutto il personale ci siamo trovati"
10,10,10,10,No,,10,I ragazzi tutti professionali e gentilissimi
10,10,10,10,Non necessario,,10,Ringrazio il venditore *** e la signora della consegna *** molto gentile
9,9,9,9,Non necessario,,9,La consegna è stata soddisfacente ma richiedo un ulteriore contatto per completare alcuni punti che sorgono sempre successivamente
4,10,6,8,No,,6,"Poco chiaro lo sconto della vettura nuova , e finanziamento poco chiaro"
10,10,10,10,Si,10.0,10,Bravissimo venditore ***! Bravissima e gentile anche la sig.ra ***!
9,8,10,10,Si,9.0,9,"***, il venditore che mi ha seguito a Castellanza, ottimo e professionale. Mi permetto di consigliare una maggior attenzione nel risposta telefonica delle chiamate. Spesso non ho ricevuto risposta dal centralino della concessionaria."
1,1,1,1,No,,1,Prima di inviare il questionario accertatevi che almeno l'auto sia stata consegnata. Ho acquistato un'auto disponibile presso le filiali Autotorino. A tutt'oggi in filiale non sanno in quale data arriverà a Saronno! Mi è stato chiesto il pagamento a saldo
10,10,10,10,Si,10.0,9,La macchina è perfetta bellissima l'unica cosa che non mi piace molto sono i  cerchi le volevo bicolore nero e argento grazie
2,2,2,2,Si,9.0,2,"Non posso dare risposta,  in quanto l’auto che doveva essermi consegnata entro il mese di aprile, a tutt’oggi 13 maggio, no ho ancora ricevuto. La risposta non può che essere negativa senza alcun commento. *** - Vittorio Veneto - Tel. ***"
10,10,10,10,Si,10.0,10,"Nella modalità noleggio a lungo termine, sottolineare che le tempistiche di consegna sono condizionate dall'efficienza della società di noleggio e non dipendono dalla concessionaria."
10,10,10,10,No,,10,Non so niente dell'omaggio dell'azienda agricola non l'ho ricevuto
10,10,10,10,Non necessario,,10,Nn
10,10,10,10,Si,10.0,10,"Ho recentemente acquistato un'auto da *** e sono rimasta davvero soddisfatto dell'esperienza. Fin dal primo contatto, il venditore si è mostrato professionale, disponibile e molto attento alle mie esigenze. Mi ha guidato passo dopo passo nella"
10,10,10,10,Non necessario,,10,"Ho trovato delle persone squisite e preparate a tutti i livelli,dalle receptioniste,al venditore (***),al signore che mi fisicamente consegnato la vettura. Siamo andati appena lunghi sui tempi di consegna ma niente di grave. Consiglierei senz'"
9,9,9,10,Non necessario,,10,"Le pratiche di finanziamento dovrebbero essere più veloci, con una richiesta esaustiva di documentazione fin da inizio trattativa e non man mano che si presentava necessità"
10,10,10,10,Non necessario,,10,Personale altamente qualificato in tutte le fasi dalla vendita alla consegna. Menzione in particolare per la sede di Modena a *** nel reparto vendite e *** nella fase di consegna auto. Personale preparatissimo e gentilissimo.
10,10,10,10,Si,10.0,10,"Tutto ok ,sono molto soddisfatto, grazie a voi tutti."
10,10,10,10,Si,10.0,10,"Nessun suggerimento, avete dimostrato di essere professionali dal venditore *** dell'ufficio per il ritiro della autovettura *** e alla spiegazione dell'autovettura ***. Ho apprezzato anche l'omaggio culinario molto intelligente. Professionalit"
10,9,9,10,Si,10.0,9,oggi ritiro la macchina
10,10,10,10,Si,10.0,10,"Sono stata accolta da tutto il personale ,  il venditore ha cercato l’occasione migliore per le miei esigenze ! Veramente tutti molto competenti , molto professionali !"
9,10,8,8,Si,9.0,8,"Personale al top, venditore cordiale simpatico e professionale. È però inconcepibile che uno scooter nuovo venga consegnato con viti allentare e manubrio non in asse, la pulizia del mezzo poi non era effettuata visto la polvere accumulata sul mezzo. Ripet"
2,2,2,9,No,,2,"Un ringraziamento a *** che  nonostante sia subentrata solo per la consegna del  auto,  ha tentato di sistemare  i problemi causati dalla poca anzi pochissima professionalità di chi mi ha venduto l auto. Non sono rimasto soddisfatto per la s"
10,10,10,10,Non necessario,,10,Ottimo personale giovane  preparato
9,9,9,10,Non necessario,,10,Sono rimasto soddisfatto dalla professionalità che hanno dimostrato tutto il personale preposto alla vendita e alla consegna. Ho acquistato una KIA EV3 e il consulente commerciale mi aveva riferito che avrei trovato persone competenti per eliminare ogni m
10,10,10,10,Non necessario,,10,Un ringraziamento al commerciale *** e alla sig.ra *** per la professionalità e gentilezza!
10,10,10,10,Si,10.0,10,Il giorno dopo la consegna ho scoperto un piccolo difetto della carrozzeria e uno allo schermo dell'infotainment che sono stati prontamente sistemati in concessionario. Personale gentile e disponibile in particolare *** che si è mostrato
9,10,10,10,Non necessario,,10,I vostri dipendenti sono molto gentili ma sopratutto esperti e disponibili....vi assicuro cosa non da poco di questi tempi...conosco Autotorino da anni e la consiglierò a tutti Grazie
10,10,10,10,No,,10,Sono lontano da sondrio
10,10,10,10,Si,10.0,10,Un po più di tempo per illustrare tutte le funzioni dell'auto sopratutto i comandi al volante.  Negli omaggi prevedere un copricruscotto.   Buonagiorna
10,10,10,10,Si,10.0,10,Non ho ricevuto nessuno omaggio
8,10,7,8,Si,10.0,8,"Nulla da ridire per quanto riguarda la vendita o l'auto, però l'interazione con il consulente consegne poteva essere migliore, un incontro al solo scopo di fornirmi l'iban per saldare la mia parte, quando si poteva fare tutto tramite e-mail, lo deinutile."
10,10,10,10,Si,10.0,10,Fornire libretto istruzioni x BYD
5,8,4,2,Si,9.0,3,"Compilo il questionario, nonostante non abbia ad oggi ancora notizie sulla consegna dell’auto . Auto km zero quindi già targata da tempo . Il 24/04/2025 ho avuto conferma pratica Santander per leasing/finanziamento + polizza . Ad oggi ho pagato già le sud"
10,10,10,10,No,,10,Nessuno tutto perfetto educati gentili ottimo personale
10,10,10,10,Si,10.0,10,Professionalità e gentilezza da parte del Personale che mi ha aiutato a scegliere l’auto che stavo cercando. Pienamente soddisfatto.
6,7,8,9,No,,7,"Tempi di consegna lunghi per un'auto in pronta consegna. Centralino non risponde, per riuscire a parlare con qualcuno bisogna telefonare almeno tre volte e vieni accolto in modo poco gentile. Per fortuna venditore e consegnatrice sono stati entrambi affid"
10,10,10,10,Non necessario,,10,In realtà non ho avuto l'omaggio de La Fiorida che comunque conosco.
8,9,9,9,Si,8.0,8,Per ora non ho ricevuto nessun omaggio
10,10,9,10,Non necessario,,10,Grazie di tutto. Il personale sia in fase di vendita che di consegna del veicolo è stato gentilissimo e professionale.
10,10,10,10,Non necessario,,10,Personale molto cortese e preparato. Un’ottima assistenza in fase di acquisto e perfetto il supporto alla consegna. Ottimo !
3,9,4,9,Si,9.0,5,E' la 4 auto che acquisto da autotorino e per la prima volta ho pagato l'auto il 25 marzo e mi e'stata consegnata il 12 maggio. Non sono per nienye soddisfatto del trattamento. Gli addetti alle vendite molto soddisfacenti ma la casa madre per immatricolaz
10,9,10,10,Si,10.0,10,"Il vero plus lo ha fatto il Sig ***, molto professionale e disponibile a qualsiasi spiegazione. Apprezzato sicuramente il gadget di cortesia alla consegna."
7,9,7,6,Si,9.0,9,il motivo delle votazioni basse risiede nel modo supponente dell'addetta alla consegna poco empatica nel capire e accogliere le richieste ed esigenze del cliente e da informazioni non del tutto corrette date in fase di acquisto da parte del venditore che
4,9,9,2,Si,10.0,5,Avrei da commentare ma è troppo lunga da spiegare
10,10,10,10,Non necessario,,10,Sono contenta che ho comprato macchina con BMW Autotorino. Dopo un’esperienza in Audi si senta diverso. Grazie a *** chi ha spiegato tutto perfettamente e in modo molto simpatica. Sono grada che ho fatto una scelta veramente giusta. Grazie
10,10,10,10,Non necessario,,10,Ho acquistato 4 autovettura dal.2024 e non posso fare altro che raccomandare il concessionario dal Direttore a *** e le ragazze che si occupano del post vendita
10,10,10,10,Si,10.0,10,Complimenti a *** per la professionalità. Saluti
10,10,10,10,Si,10.0,10,Mi sono trovata benissimo !
10,10,10,10,Si,10.0,10,/
9,9,9,9,Si,9.0,9,No
10,10,10,10,Si,10.0,10,Personale competente e dai modi splendidi.Mi sono sentito a casa.
10,10,10,10,Non necessario,,10,Non ci sono suggerimenti perché ho trovato tutto preciso e lo staff bravissimi! Complimenti
10,10,10,10,Si,10.0,10,"Ottima accoglienza, ottimo servizio e cortesia. Ci si sente coccolati e speciali. Grazie per questa esperienza."
10,10,10,10,,,10,Non ho ricevuto nulla. Non sapevo drll omaggio
10,10,10,10,Si,10.0,10,Soddisfatta mi sono trovata molto bene
10,10,10,2,Non necessario,,2,Buongiorno. Quando la prenderò rispondo ai quesiti. ***
10,10,10,10,,,10,Acquistato moto a distanza *** molto professionale
10,10,10,10,Si,10.0,10,Molte grazie per l'alto livello del vostro servizio.
9,10,9,10,Si,9.0,9,"Abbiamo molto apprezzato la pronta risposta del personale e in particolare la disponibilità per gestire un disguido avvenuto nella fase di consegna dei veicolo, cosa che ha dimostrato quanto la soddisfazione del cliente sia valorizzata"
10,10,10,10,Non necessario,,10,È la seconda auto che acquisto presso Autotorino e sono soddisfatta del trattamento ricevuto.
10,10,10,10,No,,10,"Ringrazio tantissimo tutti, in particolare *** e ***. Sono stati gentilissimi e hanno avuto tanta tanta pazienza nell’accogliere i miei desideri, rispondere al meglio e sopportare la mia indecisione. Apprezzatissimo il regalo! E c"
10,10,10,10,Si,10.0,10,"Ioe mia moglie siamo abbiamo apprezzato la gentilezza e professionalità del vostro personale a partire da *** che ci ha fatto provare l'auto e senza essere invadente ci ha spiegato pregi e difetti dell'auto, della Sig.ra *** ch"
10,10,10,10,Si,10.0,10,"Bravi, nulla da eccepire, continuate così."
6,10,5,9,Si,10.0,6,Su un formaggio ho dovuto scartare una parte per problemi col vuoto
10,10,10,10,No,,10,"Nulla da segnalare, va bene com'è attualmente Cordiali Saluti da ***"
9,9,9,9,Non necessario,,9,"Mi dispiace segnalare che a fronte di una spesa di oltre 20000 euro,al momento della consegna dell' auto, la stessa aveva un' autonomia di pochissimi km. Sicuramente, come prima esperienza, non un buon segno. Non si chiedeva di certo il pieno,ma visto anc"
8,9,8,7,No,,8,"L’auto non mi è ancora stata consegnata. Ho da sempre acquistato BMW, in quest’ultima occasione ho trovato il personale , che ormai conosco da tempo, molto volenteroso,gentile ,ma molto frettoloso. Hai l’impressione che non possono perdere altro tempo. Es"
4,4,4,4,No,,4,È l'ultima volta che compro un'auto da Autorino
10,10,10,10,Si,10.0,10,"Grande professionalità e cortesia,dal Responsabile di Filiale in giù,  veramente bravi."
10,10,10,10,Non necessario,,10,Vi ricontatterò per manutenzione e possili nuovi acquisti.  Grazie
10,10,10,10,Non necessario,,10,Siamo clienti della filiale di Vigevano da quasi 10 anni ed acquistiamo il marchio Toyota da altrettanto tempo. La cortesia e la professionalità sono di casa e per ogni attività da svolgere sulla vettura mi affido a voi al 100%. Sono certo che il rapport
10,10,10,10,No,,10,"Ringrazio ***, ***, e *** della sede di Tavagnacco per la professionalità con cui è stato gestito il processo di vendita e di consegna della mia stella, grazie alla quale riesco a emozionarmi ogni giorno dietro al volante. L'omaggio è stato"
10,10,10,10,Si,10.0,10,"Seguito passo per passo da *** ***…professionale,cordiale e puntuale. Super disponibile!"
8,9,7,1,Non necessario,,5,Macchina non ancora consegnata e tempistiche non chiare
10,10,1,10,Si,10.0,10,"Grazie di tutto, buona giornata. 8"
10,9,10,9,Non necessario,,10,Tutti gentili e molto professionali. Sono rimasto molto soddisfatto.
10,10,10,10,Non necessario,,10,"Vorrei fare i miei più sentiti complimenti al Sig. *** *** per avermi seguito in maniera professionale, attenta e con grande profilazione umana nell’ acquisto della mia nuova BMW. Un sentito grazie per la disponibilità, cortesia, empatia e capacità"
9,9,9,10,Si,9.0,9,Complimenti al venditore *** e *** al momento della consegna
10,10,10,10,Non necessario,,10,Ho ricevuto un portachiavi Mercedes.
7,7,6,9,Si,9.0,7,Informazioni precise e corrette dell'addetto alle vendite
10,10,10,10,No,,10,Ho apprezzato la disponibilità all'ascolto  delle richieste.
9,10,9,10,Si,9.0,10,"Voglio comunicare che ho avuto grossi problemi in fase di acquisto. Nonostante io abbia realizzato i contratti in dicembre 24, si sono dimenticati di me. A marzo quando ho contattato la filiale per sapere lo stato degli ordini, mi sono stati richiesti nuo"
2,5,6,2,Si,8.0,2,"A parte il sig ***,Autotorino e Lexus sono anni luce INDIETRO rispetto a concessionarie delle auto tedesche . Mai avvisato che era arrivata la targa.L ho scoperto sull App.il libretto di circolazione l ho dovuto richiedere io più volte. La macchina"
10,10,10,10,Si,10.0,10,Tutto perfetto
6,10,6,8,Si,10.0,10,"Non è stato rispettato l' importo dell' usato recentemente concordato e peritato.Per e alla consegna dell' auto mi è stato richiesto ulteriori 500.00€ per danni già visti alla carrozzeria. Ritengo non corretto, commercialmente.Sono comunque molto soddisfa"
10,10,10,10,Non necessario,,10,Sono stato soddisfatto e accolto bene dal personale grazie
9,10,9,9,Si,9.0,9,Unico appunto non sono stati applicati coperchietti sulle 4 gomme cosa che avevo notato  alla consegna che mi sono dimenticato di dire in seduta stante
9,10,9,9,No,,9,"Tutto ok x quello che riguarda l'attuale acquisto della XCEED. Grazie a questa però, con mio disappunto, mi sono accorto che la ruota di scorta che avevo acquistato da voi x la precedente Sportage comprata 2,5 anni prima era sbagliata. Ovvero il cerchione"
10,10,10,10,Non necessario,,10,"Un particolare apprezzamento per il lavoro, la cortesia, disponibilità e dedizione al cliente a *** *** e a *** ***"
10,10,10,10,Si,10.0,10,"Nessun suggerimento ma tantissimi complimenti allo staff per serietà, professionalità e competenze"
10,10,10,10,Non necessario,,10,"Un particolare ringraziamento ad *** che ha curato ogni minimo dettaglio con cortesia, disponibilità e grande competenza ed anche alla signora gentilissima che ha curato la consegna il 30 aprile ma di cui purtroppo non ricordo il nome."
10,10,10,10,No,,10,"Al posto dell'omaggio dell'azienda agricola la fiorida, avrei preferito un ulteriore sconto."
7,6,8,3,Si,9.0,7,"I formaggi consegnati il 29/4 avevano scadenza il 30/4. Li ho portati a casa e buttati, purtroppo"
10,10,10,10,Si,10.0,10,Sono completamente soddisfatto della professionalita6 e disponibilità del personale sia in fase di vendita che di consegna
9,9,9,9,No,,9,nn
